3	0.007530734	1.3285865	0.031028546	0.52046573	0.0182157	0.2622875	0.2852697	1.4737732	0.28732044	1.3590658	0.5504042	0.5950252	0.095526636	0.8432673	0.0	0.52654356	0.8762641	0.0	1.2143694	1.144513	2.0209806	1.8711585	0.10847607	0.7331841	0.0	0.008088201	0.0	1.6839776	1.4145396	0.0	0.0	0.16892023	0.19717342	0.0	0.19971615	2.0206797	0.35940787	0.9315556	0.0439312	0.24903217	1.3391577	0.20814833	0.41653055	0.0	0.14444005	1.4081827	0.8107759	1.3646388	1.7810297	1.7859957	1.2470107	0.7688531	0.0	1.343431	0.8285068	0.16829059	1.2264119	2.0934343	0.13269055	0.18061294	0.0	0.0	0.22645995	1.2025474	0.5046605	1.4229083	0.12371014	0.6641933	0.0	0.0	0.6807872	0.17614591	0.0	0.14577913	0.077770896	0.107238054	1.19413	1.6047202	1.3945707	0.30939883	0.0	0.0	0.05097112	1.582684	0.2814114	0.3176684	0.658936	0.8641843	0.0	0.20036668	0.6591259	0.029793084	0.0	1.4137465	0.32577103	1.1499159	1.0392047	1.4296312	0.7180432	0.1432804	1.013485	0.9629667	0.10321623	0.06620693	1.7836211	0.08175601	0.0	0.0	0.0	0.0	0.66774046	1.3950653	0.8064819	1.2886611	0.56731117	0.29092497	0.9798634	1.0598361	0.87534225	0.83983827	0.7688833	0.4755544	1.6006811	0.8262739	0.0	0.3061993	0.015663534	1.1305358
0	1.1535826	1.0574932	1.27455	1.1246053	1.0919708	1.1714754	0.77118707	1.2066618	0.8546082	1.224005	0.3664295	1.2220109	1.3374598	0.04974853	0.12696704	1.2147759	0.38107237	0.19252242	0.15625547	0.8920585	1.0210223	1.2044061	1.0283142	1.2232985	0.1592017	0.009417012	0.7839182	0.90365875	1.1719255	0.02945121	0.0	1.1192894	0.6683598	0.32209682	1.1495326	1.1411395	1.1025554	0.0	1.3161972	0.0	0.057402864	0.81661	0.48912448	0.2510758	0.7687305	1.1919713	0.42939225	0.031047985	0.91218483	1.142174	0.04303871	0.14449386	0.0	0.07138431	0.22415023	0.70935094	0.11543748	0.83849883	1.1067731	0.8979957	0.0	1.4667543	1.1239425	0.526907	0.5392834	1.7880964	1.0446705	0.43768895	0.1721086	0.0	0.14292179	0.16714498	0.088535994	1.1170858	0.0	0.0	0.0	1.3126117	1.2264059	0.77059495	0.0	0.22699426	0.7428559	1.2608273	0.9355041	0.9865881	0.14128438	0.0	0.0	1.0413162	0.029194247	0.96489096	1.1105921	0.9783632	0.886624	0.9898507	0.92551935	0.5527818	0.40946794	1.3367536	0.026487023	0.0	1.2018756	0.0	1.1001781	0.0	1.2698653	0.7243469	0.59986264	1.3668633	0.3387517	1.396146	0.28469488	0.6534678	0.14601807	0.9280689	0.0	0.027697861	0.4520238	0.0	0.0	1.0010731	0.2921226	0.0	0.661679	0.038484246	1.0624012	0.0
6	0.0	0.0	1.305967	2.280542	1.3853481	1.7040694	0.0	1.678169	0.0	1.7627549	1.8730564	0.0	0.4024333	0.0	0.6938304	2.1530724	1.560283	1.9888897	1.6802055	0.012405992	0.21900567	0.0	1.157809	1.296188	1.5251	1.7210219	1.0477812	0.04386249	0.114280775	0.07899642	0.0	0.7687992	0.23333333	1.312416	0.0	0.0	2.1943896	0.490551	0.0	1.439959	1.9856365	0.11425605	0.0	1.6243811	0.0	0.0	1.6797028	0.679307	1.0073755	0.0	1.5038927	1.2494643	0.43984544	1.6374617	1.7210919	1.0465834	0.0	2.3722181	0.0	0.0	0.21748173	1.1139988	0.0	0.08871587	0.91928834	1.2134495	1.5797787	1.8113632	2.2041268	0.0	0.0	0.058098786	1.7542276	0.0	0.0010630637	2.0779753	0.24553299	0.0	0.6018255	1.310941	0.0	1.472851	1.2913249	0.0	0.0	1.2490928	1.5024576	0.0	0.19540362	1.253549	1.6526219	1.3765957	0.0	0.0	0.4711055	0.0	0.0	0.16525924	0.0	1.0243558	0.028799564	0.017592669	1.1036782	0.47900915	0.0	0.07335767	1.3039016	0.0	1.0888743	0.0	2.004903	0.0	1.5261335	1.6707537	0.0	0.44122612	0.06223607	0.0	1.3481662	0.0	0.0	0.0	0.0	0.18321042	0.0	0.0	0.0	0.3398105
5	2.0716643	0.05371283	2.0058572	0.0	0.10693216	0.18178888	0.0	0.20719959	1.5832441	1.7890501	0.93457377	0.011122674	2.8644605	0.0	1.4352078	2.0750988	0.0	1.0427641	0.0	0.06389111	0.5060537	1.2868998	0.0	0.0	1.0835755	1.3218377	0.0	2.0997512	0.32337743	0.027953357	0.0	0.3082912	1.7562888	1.5602576	1.4051709	0.14106983	1.8949687	0.5415798	1.6887376	0.0	0.0	0.0	1.7131718	1.0414826	0.31405634	1.0681267	0.0	0.0	0.0	0.605581	0.0	0.0	1.0844164	0.0	1.253696	1.9323155	1.5614146	0.0	0.11786327	0.3968363	0.34257331	1.8720464	0.17035824	0.0	0.308702	2.7722602	1.7356739	0.7532214	1.1577424	1.3821539	1.541541	0.0	0.0	0.14452916	0.0	0.0	0.0	1.810207	1.6449542	0.14120874	1.5019817	0.0	0.0	0.88015234	0.0	0.42306605	1.4074055	0.0	1.4038091	0.0	1.6840655	1.9202839	2.0970914	0.3351262	0.23652299	1.9520029	0.221065	0.0	0.0496995	2.2601562	0.64202297	1.3143631	2.023029	0.0	0.5767566	0.0	0.36112517	0.11706269	1.6502671	2.3624902	0.0	2.7388542	1.0625775	0.07524558	1.5962794	0.030085266	1.0309343	1.6221905	0.0	0.079127096	0.0	2.3441992	1.7784071	0.5707977	2.3026466	1.7832959	0.0	0.0
2	0.03377232	0.069300085	0.025906097	0.30889356	0.24134736	0.0	0.13448417	0.25090742	1.4464072	0.23258133	0.06634465	0.25703877	1.548372	1.3069152	1.4652011	0.18521695	0.08232048	0.52961504	0.12869029	0.0	0.27609628	0.5789431	0.0	0.10580148	0.0059995055	0.3175758	0.0	0.15479511	0.2903206	1.3581533	0.4037035	1.1128126	0.0341367	0.9259235	1.2773842	0.6074231	0.39245123	0.26793647	0.0	0.0	1.1677525	0.38434955	0.0	0.9879174	1.0356851	0.052766383	0.0	0.0	0.14910653	1.4427781	0.0	1.016455	0.03430966	0.08086334	0.35752183	1.374424	0.043406695	0.64277995	1.0759631	1.4233112	0.0	0.10630881	0.0	1.20422	1.4587954	1.6082054	0.017482296	0.20257169	1.0529847	1.1119145	0.81754875	0.0060691144	0.9422678	0.58115244	0.76823664	0.04466203	0.0	1.6762635	0.1317474	0.0	1.4355869	0.992802	0.021432951	1.2871776	0.024667792	0.99272645	1.6576477	0.7381809	1.4329989	0.12973472	1.0821997	0.14485368	0.0	1.1590464	1.7136137	0.61119705	1.7532324	0.12186791	0.25415766	0.05611646	0.083791256	0.0	1.4694116	0.8120877	1.0186548	1.0406121	0.3257766	0.4861028	0.9301126	1.1481452	0.0	1.5006882	0.0	0.16324712	1.0217719	0.9161589	0.0	1.2660413	1.2572068	1.3723843	1.2699538	1.1609547	1.5595481	0.5566641	1.3622899	1.1109452	0.0	0.13571471
4	0.14106795	0.8817523	0.3711573	1.3690696	0.17339773	1.2306867	0.50984085	0.7199425	1.1250196	0.46403512	0.31006765	0.3196013	0.2180036	0.6589458	0.6460134	1.1638477	0.13373464	1.1969616	0.31495047	0.97913146	1.4242215	1.46995	0.4018161	0.961265	0.14394824	0.23301488	0.43214792	0.965193	0.7073289	0.70850444	0.4799228	0.0	0.7086022	0.0	0.3575347	1.6581945	0.7856288	0.6813333	0.18584946	0.6095263	1.0648	1.36059	0.15799601	0.6103419	0.23723479	0.76581085	0.2631415	0.7533377	1.3450326	0.44175565	0.3302742	0.09180114	0.7299888	1.2339624	0.5415717	0.3403441	0.12854993	1.7359544	0.19476637	0.2790782	0.36579478	0.3030411	0.18163806	0.37173662	1.3303497	0.80387473	0.56882405	0.57375693	1.1680758	0.16746958	0.0	0.45055106	0.64328825	0.17487407	0.64494205	1.1785364	0.7118935	0.54492253	0.40860045	0.33029598	0.6877656	0.20402488	0.1808324	0.4736668	0.85460615	1.2972745	0.5164107	0.24075292	0.79302955	0.52530825	0.49027255	0.77818143	0.16638938	0.5374001	1.1780858	0.2579522	1.3155748	1.0701821	1.085814	0.14117867	0.34372073	0.7046101	0.52991366	0.88504577	0.8134595	0.63323915	0.500432	0.26541722	0.0	0.18532148	0.3629021	1.0289776	0.0	0.47494352	0.0	0.46965593	0.31281528	0.4510352	0.07022858	0.5864695	1.0512455	0.6215831	1.0196043	0.92612255	0.07047561	0.0	0.3605652	1.0984503
4	0.1079718	0.23457105	0.37938693	0.8057983	0.09173003	0.9204106	0.696527	0.01476413	0.90792644	0.12169637	0.7418681	0.07669976	0.15580308	0.47145474	0.6521542	0.80799377	0.0	0.9204688	0.0	1.0594962	0.9213933	0.999251	0.2827939	0.57821155	0.0036584176	0.43906558	0.0	0.9866785	0.11157572	0.89498967	0.0	0.0	0.86915493	0.0	0.11716287	0.82200766	1.1579778	0.49435648	0.1015564	0.35669723	0.66564775	0.817248	0.0	0.9026264	0.19927071	0.00811542	0.0	0.0	0.7683681	0.11006588	0.0	0.0	0.52199244	0.90412295	0.16535896	0.035239436	0.27599916	0.61471605	0.15206209	0.098214984	0.5093398	0.036120445	0.29694152	0.078638166	0.8388783	0.1150116	0.4826012	0.38585135	0.9094012	1.1684016	0.0	0.7225045	0.5856317	0.0693444	0.6243087	0.7461338	0.46345565	0.16541228	0.0	0.0	1.1171794	0.0	0.016677275	0.031023476	0.99651194	0.77936405	0.41861635	0.0	0.92779964	0.093485035	0.18099618	1.0316579	0.16101885	0.07517729	1.128067	0.03669262	0.8045671	0.6903042	0.70923257	0.10205978	0.6657425	0.18167219	0.3887857	0.73961776	0.63433945	0.5891925	0.09690586	0.0	0.0	0.18531312	0.0	0.86212265	0.01843533	0.0	0.04094076	0.0	0.07003339	0.6737623	0.0	0.6616026	0.85842925	0.730361	1.1171851	0.79727155	0.10829183	0.0003439784	0.21131484	0.71386147
5	1.2587612	0.0	1.1853077	0.07326777	0.0	0.063106306	0.0	0.0	1.410301	1.1214092	0.9867282	0.0	1.5436342	0.0	1.195571	1.082467	0.0	0.76565826	0.0	0.0	0.101545185	0.37657228	0.0	0.0	1.0067818	0.6323831	0.0	1.4891632	0.0	0.0	0.0	0.034046486	1.0811372	0.83470446	0.4447783	0.062437117	1.5167755	0.3535502	0.9552543	0.0	0.0	0.14227594	0.7461936	1.2036831	0.13728803	0.41142318	0.0	0.0	0.0	0.08577312	0.0	0.0	1.0706455	0.0	0.6343215	1.2761866	1.0941954	0.0	0.041853234	0.014149893	0.60786486	1.1052241	0.0	0.0	0.0	1.7585534	1.2076886	0.6084006	1.025637	1.0920967	0.8800205	0.0	0.0	0.048680305	0.0	0.0	0.0	1.1029782	0.5747604	0.0	1.3016192	0.004139006	0.0	0.26609305	0.0	0.25192443	0.8116054	0.0	1.0652292	0.05521819	1.0326489	1.3902802	1.1689129	0.08766381	0.054233648	0.9698297	0.032616924	0.0	0.0	1.325675	0.76988876	0.9510564	1.2541765	0.0	0.014456883	0.051452253	0.0	0.073716946	1.1529691	1.2537289	0.0	1.7359889	0.2257275	0.0	1.3100845	0.1690256	0.6476965	1.0726055	0.0	0.19712694	0.0	1.2638532	0.96101713	0.8611499	1.2004259	0.97443724	0.0	0.0
5	1.4430025	0.0	1.4518437	0.058146685	0.0	0.19659689	0.0	0.0	1.6675057	1.3099337	1.4073756	0.0	1.6250889	0.0	1.9143722	1.7018607	0.0	1.1346288	0.0	0.0	0.023371875	0.8042472	0.0	0.0	1.6396086	1.7125887	0.0	1.5543518	0.0	0.037235707	0.0	0.0	1.6912465	1.4713211	0.7244718	0.0	1.9483137	1.0513359	1.1321452	0.0	0.0	0.0	1.3477486	1.4761142	0.0	0.59249926	0.0	0.0	0.0	0.0	0.0	0.0	1.6304924	0.0	1.2681787	1.6344824	1.4788668	0.0	0.0	0.0	1.308313	1.2308192	0.0	0.0	0.005465418	1.8053069	1.6167033	1.294992	1.8757862	1.8439085	1.5310746	0.0	0.0	0.0	0.0	0.0	0.0	0.6022023	1.1505957	0.0	1.6017048	0.01897952	0.0	0.0	0.0	0.0	1.6562326	0.0	2.0266795	0.0	1.5201446	1.4255164	1.4036074	0.0	0.06463206	1.225094	0.0	0.0	0.0	1.1381636	0.95396316	1.6147524	1.8478304	0.0	0.0	0.0	0.0	0.0	1.4556341	1.3619759	0.0	1.612713	0.5184863	0.0	1.1195643	0.0	1.1850576	1.4128274	0.0	0.0	0.0	1.7045068	1.5807885	1.3166053	1.3755813	1.6141765	0.0	0.0
0	1.3631824	1.1057317	1.194415	1.0419312	0.48789218	0.58317256	1.0526905	0.9444479	0.7211833	1.4776552	0.62752616	1.251615	0.9697538	0.29910424	0.0	1.2312422	0.30048543	0.19150741	0.0	0.874274	1.4606065	1.0885153	1.2056062	0.84443474	0.14229283	0.0	0.71609664	1.354309	1.0995276	0.0	0.0	0.55980575	1.3278892	0.14903049	1.0252008	1.1897464	1.0351341	0.0	1.0488846	0.0	0.0	0.8147069	1.2072765	0.3484913	0.85718757	1.0843213	0.62634546	0.0	1.382175	0.90800405	0.0	0.22385576	0.11134362	0.06622525	0.13147634	1.0347457	0.45523885	0.8541963	0.73619854	0.44898948	0.0	1.7248163	1.0877132	0.62485564	0.85707253	1.2562621	1.2230712	0.31544763	0.20626053	0.27282804	0.552323	0.7072146	0.0	0.5958339	0.067534715	0.0	0.0	1.2345783	1.1513705	0.79910064	0.23085916	0.21524388	0.6883982	1.0396669	0.88861436	0.9681648	0.0	0.0	0.0	0.98499477	0.0	1.2775874	1.4969975	1.0957358	0.5688482	1.301837	0.6201578	1.0485665	0.75830996	1.2166778	0.4461174	0.3426674	0.68838537	0.0	1.0723088	0.0	1.4241669	0.6070961	0.3445744	1.4666542	0.11720772	1.5850949	0.37951228	0.61049646	0.5952098	1.200253	0.39437014	0.0	0.032299727	0.0	0.013482891	1.2072781	0.5715604	0.24346462	0.6657456	0.08702004	0.9620193	0.12861344
